## taxon_id	STRING_type	STRING_name_compact	official_name_NCBI
254945	periphery	Ehrlichia ruminantium	Ehrlichia ruminantium str. Welgevonden
255470	periphery	Dehalococcoides sp. CBDB1	Dehalococcoides sp. CBDB1
257310	core	Bordetella bronchiseptica	Bordetella bronchiseptica RB50
257313	periphery	Bordetella pertussis	Bordetella pertussis Tohama I
257314	periphery	Lactobacillus johnsonii	Lactobacillus johnsonii NCC 533
257363	periphery	Rickettsia typhi	Rickettsia typhi str. Wilmington
258594	periphery	Rhodopseudomonas palustris CGA009	Rhodopseudomonas palustris CGA009
259536	periphery	Psychrobacter arcticus	Psychrobacter arcticus 273-4
259564	core	Methanococcoides burtonii	Methanococcoides burtonii DSM 6242
260799	periphery	Bacillus anthracis Sterne	Bacillus anthracis str. Sterne
261292	periphery	Nitrosomonas sp. Is79A3	Nitrosomonas sp. Is79A3
261317	core	Buchnera aphidicola Ct	Buchnera aphidicola (Cinara tujafilina)
262316	periphery	Mycobacterium avium	Mycobacterium avium subsp. paratuberculosis K-10
262543	periphery	Exiguobacterium sibiricum	Exiguobacterium sibiricum 255-15
262719	periphery	Mycoplasma hyopneumoniae	Mycoplasma hyopneumoniae J
262723	periphery	Mycoplasma synoviae	Mycoplasma synoviae 53
262724	core	Thermus thermophilus HB27	Thermus thermophilus HB27
262768	periphery	Phytoplasma onionis	Onion yellows phytoplasma OY-M
263358	core	Verrucosispora maris	Verrucosispora maris AB-18-032
263820	core	Picrophilus torridus	Picrophilus torridus DSM 9790
264198	periphery	Ralstonia eutropha JMP134	Ralstonia eutropha JMP134
264199	periphery	Streptococcus thermophilus	Streptococcus thermophilus LMG 18311
264201	core	Protochlamydia amoebophila	Candidatus Protochlamydia amoebophila UWE25
264202	periphery	Chlamydophila felis	Chlamydophila felis Fe/C-56
264462	core	Bdellovibrio bacteriovorus	Bdellovibrio bacteriovorus HD100
264730	periphery	Pseudomonas syringae phaseolicola	Pseudomonas syringae pv. phaseolicola 1448A
264731	periphery	Prevotella ruminicola	Prevotella ruminicola 23
264732	core	Moorella thermoacetica	Moorella thermoacetica ATCC 39073
265072	core	Methylobacillus flagellatus	Methylobacillus flagellatus KT
265311	core	Mesoplasma florum	Mesoplasma florum L1
266117	core	Rubrobacter xylanophilus	Rubrobacter xylanophilus DSM 9941
266264	periphery	Cupriavidus metallidurans	Cupriavidus metallidurans CH34
266265	periphery	Burkholderia xenovorans	Burkholderia xenovorans LB400
266779	core	Chelativorans sp. BNC1	Chelativorans sp. BNC1
266834	periphery	Sinorhizobium meliloti	Sinorhizobium meliloti 1021
266835	core	Mesorhizobium loti	Mesorhizobium loti MAFF303099
266940	core	Kineococcus radiotolerans	Kineococcus radiotolerans SRS30216
267377	periphery	Methanococcus maripaludis S2	Methanococcus maripaludis S2
267608	periphery	Ralstonia solanacearum GMI1000	Ralstonia solanacearum GMI1000
267671	periphery	Leptospira interrogans Copenhageni	Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130
267747	core	Propionibacterium acnes KPA171202	Propionibacterium acnes KPA171202
267748	periphery	Mycoplasma mobile	Mycoplasma mobile 163K
269084	periphery	Synechococcus elongatus PCC6301	Synechococcus elongatus PCC 6301
269482	periphery	Burkholderia vietnamiensis	Burkholderia vietnamiensis G4
269484	core	Ehrlichia canis	Ehrlichia canis str. Jake
269796	core	Rhodospirillum rubrum	Rhodospirillum rubrum ATCC 11170
269797	core	Methanosarcina barkeri	Methanosarcina barkeri str. Fusaro
269798	core	Cytophaga hutchinsonii	Cytophaga hutchinsonii ATCC 33406
269799	core	Geobacter metallireducens	Geobacter metallireducens GS-15
269800	core	Thermobifida fusca	Thermobifida fusca YX
270374	periphery	Marinobacter sp. ELB17	Marinobacter sp. ELB17
272557	core	Aeropyrum pernix	Aeropyrum pernix K1
272558	periphery	Bacillus halodurans	Bacillus halodurans C-125
272559	periphery	Bacteroides fragilis NCTC9343	Bacteroides fragilis NCTC 9343
272560	periphery	Burkholderia pseudomallei	Burkholderia pseudomallei K96243
272561	periphery	Chlamydia trachomatis	Chlamydia trachomatis D/UW-3/CX
272562	periphery	Clostridium acetobutylicum	Clostridium acetobutylicum ATCC 824
272563	periphery	Clostridium difficile	Clostridium difficile 630
272568	periphery	Gluconacetobacter diazotrophicus	Gluconacetobacter diazotrophicus PAl 5
272569	periphery	Haloarcula marismortui	Haloarcula marismortui ATCC 43049
272620	periphery	Klebsiella pneumoniae	Klebsiella pneumoniae subsp. pneumoniae MGH 78578
272621	periphery	Lactobacillus acidophilus NCFM	Lactobacillus acidophilus NCFM
272623	periphery	Lactococcus lactis lactis	Lactococcus lactis subsp. lactis Il1403
272624	periphery	Legionella pneumophila Philadelphia	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
272626	periphery	Listeria innocua	Listeria innocua Clip11262
272630	periphery	Methylobacterium extorquens AM1	Methylobacterium extorquens AM1
272631	periphery	Mycobacterium leprae	Mycobacterium leprae TN
272632	periphery	Mycoplasma mycoides	Mycoplasma mycoides subsp. mycoides SC str. PG1
272633	periphery	Mycoplasma penetrans	Mycoplasma penetrans HF-2
272635	periphery	Mycoplasma pulmonis	Mycoplasma pulmonis UAB CTIP
272843	periphery	Pasteurella multocida	Pasteurella multocida subsp. multocida str. Pm70
272844	periphery	Pyrococcus abyssi	Pyrococcus abyssi GE5
272942	periphery	Rhodobacter capsulatus	Rhodobacter capsulatus SB 1003
272943	periphery	Rhodobacter sphaeroides 241	Rhodobacter sphaeroides 2.4.1
272947	periphery	Rickettsia prowazekii	Rickettsia prowazekii str. Madrid E
272951	core	Rickettsia sibirica	Rickettsia sibirica 246
272952	core	Hyaloperonospora arabidopsidis	Hyaloperonospora arabidopsidis
273057	periphery	Sulfolobus solfataricus	Sulfolobus solfataricus P2
273063	periphery	Sulfolobus tokodaii	Sulfolobus tokodaii str. 7
273068	core	Thermoanaerobacter tengcongensis	Thermoanaerobacter tengcongensis MB4
273075	periphery	Thermoplasma acidophilum	Thermoplasma acidophilum DSM 1728
273116	core	Thermoplasma volcanium	Thermoplasma volcanium GSS1
273119	core	Ureaplasma parvum	Ureaplasma parvum serovar 3 str. ATCC 700970
273121	core	Wolinella succinogenes	Wolinella succinogenes DSM 1740
274854	periphery	uncultured euryarchaeote mgII	uncultured marine group II euryarchaeote
278197	core	Pediococcus pentosaceus	Pediococcus pentosaceus ATCC 25745
279010	periphery	Bacillus licheniformis	Bacillus licheniformis DSM 13 = ATCC 14580
279238	periphery	Novosphingobium aromaticivorans	Novosphingobium aromaticivorans DSM 12444
279714	core	Pseudogulbenkiania ferrooxidans	Pseudogulbenkiania ferrooxidans 2002
279808	periphery	Staphylococcus haemolyticus	Staphylococcus haemolyticus JCSC1435
281090	core	Leifsonia xyli	Leifsonia xyli subsp. xyli str. CTCB07
281687	periphery	Caenorhabditis japonica	Caenorhabditis japonica
281689	core	Desulfuromonas acetoxidans	Desulfuromonas acetoxidans DSM 684
283165	periphery	Bartonella quintana	Bartonella quintana str. Toulouse
283166	periphery	Bartonella henselae	Bartonella henselae str. Houston-1
283643	periphery	Cryptococcus neoformans B	Cryptococcus neoformans var. neoformans B 3501A
283942	core	Idiomarina loihiensis	Idiomarina loihiensis L2TR
284590	core	Kluyveromyces lactis	Kluyveromyces lactis NRRL Y 1140
284593	core	Candida glabrata	Candida glabrata CBS 138
284813	periphery	Encephalitozoon cuniculi	Encephalitozoon cuniculi GB M1
287752	core	Aurantimonas manganoxydans	Aurantimonas manganoxydans SI85-9A1
288000	periphery	Bradyrhizobium sp. BTAi1	Bradyrhizobium sp. BTAi1
288705	core	Renibacterium salmoninarum	Renibacterium salmoninarum ATCC 33209
289376	core	Thermodesulfovibrio yellowstonii	Thermodesulfovibrio yellowstonii DSM 11347
289397	periphery	Mycoplasma bovis	Mycoplasma bovis PG45
290315	periphery	Chlorobium limicola	Chlorobium limicola DSM 245
290317	periphery	Chlorobium phaeobacteroides DSM266	Chlorobium phaeobacteroides DSM 266
290318	periphery	Chlorobium phaeovibrioides	Chlorobium phaeovibrioides DSM 265
290338	periphery	Citrobacter koseri	Citrobacter koseri ATCC BAA-895
290339	core	Cronobacter sakazakii	Cronobacter sakazakii ATCC BAA-894
290340	periphery	Arthrobacter aurescens	Arthrobacter aurescens TC1
290397	core	Anaeromyxobacter dehalogenans	Anaeromyxobacter dehalogenans 2CP-C
290398	core	Chromohalobacter salexigens	Chromohalobacter salexigens DSM 3043
290399	periphery	Arthrobacter sp. FB24	Arthrobacter sp. FB24
290400	core	Jannaschia sp. CCS1	Jannaschia sp. CCS1
290402	periphery	Clostridium beijerinckii	Clostridium beijerinckii NCIMB 8052
290434	periphery	Borrelia garinii	Borrelia garinii PBi
290512	core	Prosthecochloris aestuarii	Prosthecochloris aestuarii DSM 271
290633	core	Gluconobacter oxydans	Gluconobacter oxydans 621H
291272	periphery	Blochmannia pennsylvanicus	Candidatus Blochmannia pennsylvanicus str. BPEN
292414	core	Ruegeria sp. TM1040	Ruegeria sp. TM1040
292415	core	Thiobacillus denitrificans	Thiobacillus denitrificans ATCC 25259
292459	core	Symbiobacterium thermophilum	Symbiobacterium thermophilum IAM 14863
292805	periphery	Wolbachia sp. Bm	Wolbachia endosymbiont strain TRS of Brugia malayi
293613	periphery	Rickettsia canadensis	Rickettsia canadensis str. McKiel
293614	periphery	Rickettsia akari	Rickettsia akari str. Hartford
293826	core	Alkaliphilus metalliredigens	Alkaliphilus metalliredigens QYMF
294746	periphery	Meyerozyma guilliermondii	Meyerozyma guilliermondii ATCC 6260
294747	periphery	Candida tropicalis	Candida tropicalis MYA 3404
296591	core	Polaromonas sp. JS666	Polaromonas sp. JS666
297246	core	Legionella pneumophila Paris	Legionella pneumophila str. Paris
298386	periphery	Photobacterium profundum	Photobacterium profundum SS9
298653	periphery	Frankia sp. EAN1pec	Frankia sp. EAN1pec
298654	periphery	Frankia sp. EuI1c	Frankia sp. EuI1c
300852	periphery	Thermus thermophilus HB8	Thermus thermophilus HB8
304371	periphery	Methanocella paludicola	Methanocella paludicola SANAE
306254	periphery	Campylobacter coli	Campylobacter coli RM2228
306263	periphery	Campylobacter lari	Campylobacter lari RM2100
306264	periphery	Campylobacter upsaliensis	Campylobacter upsaliensis RM3195
306537	periphery	Corynebacterium jeikeium	Corynebacterium jeikeium K411
306901	core	Chaetomium globosum	Chaetomium globosum CBS 148.51
306902	periphery	Clavispora lusitaniae	Clavispora lusitaniae ATCC 42720
309798	core	Coprothermobacter proteolyticus	Coprothermobacter proteolyticus DSM 5265
309799	periphery	Dictyoglomus thermophilum	Dictyoglomus thermophilum H-6-12
309800	core	Haloferax volcanii	Haloferax volcanii DS2
309801	core	Thermomicrobium roseum	Thermomicrobium roseum DSM 5159
309803	periphery	Thermotoga neapolitana	Thermotoga neapolitana DSM 4359
309807	core	Salinibacter ruber	Salinibacter ruber DSM 13855
311402	periphery	Agrobacterium vitis	Agrobacterium vitis S4
311403	periphery	Agrobacterium radiobacter	Agrobacterium radiobacter K84
311424	periphery	Dehalococcoides sp. VS	Dehalococcoides sp. VS
312153	core	Polynucleobacter necessarius asymbioticus	Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1
312284	periphery	marine actinobacterium	marine actinobacterium PHSC20C1
312309	periphery	Vibrio fischeri	Vibrio fischeri ES114
313589	core	Janibacter sp. HTCC2649	Janibacter sp. HTCC2649
313590	core	Dokdonia donghaensis	Dokdonia donghaensis MED134
313594	periphery	Polaribacter irgensii	Polaribacter irgensii 23-P
313595	core	Psychroflexus torquis	Psychroflexus torquis ATCC 700755
313596	core	Robiginitalea biformata	Robiginitalea biformata HTCC2501
313598	core	Polaribacter sp. MED152	Polaribacter sp. MED152
313603	core	Maribacter sp. HTCC2170	Maribacter sp. HTCC2170
313606	core	Microscilla marina	Microscilla marina ATCC 23134
313612	core	Lyngbya sp. PCC	Lyngbya sp. PCC 8106
313624	core	Nodularia spumigena	Nodularia spumigena CCY9414
313625	periphery	Synechococcus sp. BL107	Synechococcus sp. BL107
313627	periphery	Bacillus sp. NRRLB14911	Bacillus sp. NRRL B-14911
313628	core	Lentisphaera araneosa	Lentisphaera araneosa HTCC2155
314225	periphery	Erythrobacter litoralis	Erythrobacter litoralis HTCC2594
314230	core	Blastopirellula marina	Blastopirellula marina DSM 3645
314231	core	Fulvimarina pelagi	Fulvimarina pelagi HTCC2506
314232	core	Loktanella vestfoldensis	Loktanella vestfoldensis SKA53
314253	periphery	Nitrobacter sp. Nb311A	Nitrobacter sp. Nb-311A
314254	core	Oceanicaulis sp. HTCC2633	Oceanicaulis sp. HTCC2633
314256	periphery	Oceanicola granulosus	Oceanicola granulosus HTCC2516
314260	core	Parvularcula bermudensis	Parvularcula bermudensis HTCC2503
314262	periphery	Roseobacter sp. MED193	Roseobacter sp. MED193
314264	periphery	Roseovarius sp. 217	Roseovarius sp. 217
314265	core	Pelagibaca bermudensis	Pelagibaca bermudensis HTCC2601
314266	periphery	Sphingomonas sp. SKA58	Sphingomonas sp. SKA58
314270	periphery	Rhodobacteraceae bacterium HTCC2083	Rhodobacteraceae bacterium HTCC2083
314271	core	Maritimibacter alkaliphilus	Maritimibacter alkaliphilus HTCC2654
314275	core	Alteromonas macleodii	Alteromonas macleodii str. Deep ecotype
314276	periphery	Idiomarina baltica	Idiomarina baltica OS145
314277	periphery	Marinomonas sp. MED121	Marinomonas sp. MED121
314278	core	Nitrococcus mobilis	Nitrococcus mobilis Nb-231
314282	periphery	Psychromonas sp. CNPT3	Psychromonas sp. CNPT3
314283	core	Reinekea blandensis	Reinekea blandensis MED297
314285	core	Congregibacter litoralis	Congregibacter litoralis KT71
314287	periphery	gamma proteobacterium HTCC2207	gamma proteobacterium HTCC2207
314292	periphery	Photobacterium angustum	Photobacterium angustum S14
314315	periphery	Lactobacillus sakei	Lactobacillus sakei subsp. sakei 23K
314345	core	Mariprofundus ferrooxydans	Mariprofundus ferrooxydans PV-1
314565	periphery	Xanthomonas campestris 8004	Xanthomonas campestris pv. campestris str. 8004
314607	periphery	beta proteobacterium KB13	beta proteobacterium KB13
314608	periphery	Shewanella benthica	Shewanella benthica KT99
314723	periphery	Borrelia hermsii	Borrelia hermsii DAH
314724	periphery	Borrelia turicatae	Borrelia turicatae 91E135
315456	periphery	Rickettsia felis	Rickettsia felis URRWXCal2
315730	periphery	Bacillus weihenstephanensis	Bacillus weihenstephanensis KBAB4
315749	periphery	Bacillus cytotoxicus	Bacillus cytotoxicus NVH 391-98
315750	periphery	Bacillus pumilus	Bacillus pumilus SAFR-032
316055	periphery	Rhodopseudomonas palustris BisA53	Rhodopseudomonas palustris BisA53
316056	periphery	Rhodopseudomonas palustris BisB18	Rhodopseudomonas palustris BisB18
316057	periphery	Rhodopseudomonas palustris BisB5	Rhodopseudomonas palustris BisB5
316058	periphery	Rhodopseudomonas palustris HaA2	Rhodopseudomonas palustris HaA2
316067	periphery	Geobacter sp. FRC32	Geobacter sp. FRC-32
316273	periphery	Xanthomonas campestris vesicatoria	Xanthomonas campestris pv. vesicatoria str. 85-10
316274	core	Herpetosiphon aurantiacus	Herpetosiphon aurantiacus DSM 785
316275	core	Aliivibrio salmonicida	Aliivibrio salmonicida LFI1238
316278	periphery	Synechococcus sp. RCC307	Synechococcus sp. RCC307
316279	periphery	Synechococcus sp. CC9902	Synechococcus sp. CC9902
316385	periphery	Escherichia coli K12 DH10B	Escherichia coli str. K-12 substr. DH10B
316407	periphery	Escherichia coli K12 W3110	Escherichia coli str. K-12 substr. W3110
317025	core	Thiomicrospira crunogena	Thiomicrospira crunogena XCL-2
317655	core	Sphingopyxis alaskensis	Sphingopyxis alaskensis RB2256
318161	periphery	Shewanella denitrificans	Shewanella denitrificans OS217
318167	periphery	Shewanella frigidimarina	Shewanella frigidimarina NCIMB 400
318586	core	Paracoccus denitrificans PD1222	Paracoccus denitrificans PD1222
318829	core	Magnaporthe oryzae	Magnaporthe oryzae
319224	core	Shewanella putrefaciens	Shewanella putrefaciens CN-32
319225	periphery	Chlorobium luteolum	Chlorobium luteolum DSM 273
319795	periphery	Deinococcus geothermalis	Deinococcus geothermalis DSM 11300
320483	periphery	Anaplasma marginale Florida	Anaplasma marginale str. Florida
320771	core	Pedosphaera parvula	Pedosphaera parvula Ellin514
321327	periphery	Synechococcus sp. JA33Ab	Synechococcus sp. JA-3-3Ab
321332	periphery	Synechococcus sp. JA23Ba213	Synechococcus sp. JA-2-3Ba(2-13)
321955	periphery	Brevibacterium linens	Brevibacterium linens BL2
322098	periphery	Phytoplasma asteris	Aster yellows witches-broom phytoplasma AYWB
322104	core	Scheffersomyces stipitis	Scheffersomyces stipitis CBS 6054
322710	core	Azotobacter vinelandii	Azotobacter vinelandii DJ
323097	periphery	Nitrobacter hamburgensis	Nitrobacter hamburgensis X14
323098	core	Nitrobacter winogradskyi	Nitrobacter winogradskyi Nb-255
323259	core	Methanospirillum hungatei	Methanospirillum hungatei JF-1
323261	periphery	Nitrosococcus oceani	Nitrosococcus oceani ATCC 19707
323848	core	Nitrosospira multiformis	Nitrosospira multiformis ATCC 25196
323850	periphery	Shewanella loihica	Shewanella loihica PV-4
324057	periphery	Paenibacillus sp. JDR2	Paenibacillus sp. JDR-2
324602	periphery	Chloroflexus aurantiacus	Chloroflexus aurantiacus J-10-fl
324831	periphery	Lactobacillus gasseri	Lactobacillus gasseri ATCC 33323
324925	core	Pelodictyon phaeoclathratiforme	Pelodictyon phaeoclathratiforme BU-1
325240	periphery	Shewanella baltica	Shewanella baltica OS155
326297	periphery	Shewanella amazonensis	Shewanella amazonensis SB2B
326298	core	Sulfurimonas denitrificans	Sulfurimonas denitrificans DSM 1251
326423	periphery	Bacillus amyloliquefaciens	Bacillus amyloliquefaciens FZB42
326424	periphery	Frankia alni	Frankia alni ACN14a
326426	periphery	Bifidobacterium breve	Bifidobacterium breve UCC2003
326427	core	Chloroflexus aggregans	Chloroflexus aggregans DSM 9485
326442	periphery	Pseudoalteromonas haloplanktis TAC125	Pseudoalteromonas haloplanktis TAC125
327275	periphery	Shewanella sp. HN41	Shewanella sp. HN-41
329726	core	Acaryochloris marina	Acaryochloris marina MBIC11017
330214	core	Nitrospira defluvii	Candidatus Nitrospira defluvii
330779	periphery	Sulfolobus acidocaldarius	Sulfolobus acidocaldarius DSM 639
331104	core	Blattabacterium sp. Bge	Blattabacterium sp. (Blattella germanica) str. Bge
331113	core	Simkania negevensis	Simkania negevensis Z
331635	periphery	Chlamydophila pecorum	Chlamydophila pecorum E58
331636	periphery	Chlamydophila psittaci	Chlamydophila psittaci 6BC
331678	periphery	Chlorobium phaeobacteroides BS1	Chlorobium phaeobacteroides BS1
331869	periphery	alpha proteobacterium BAL199	alpha proteobacterium BAL199
333146	core	Ferroplasma acidarmanus	Ferroplasma acidarmanus fer1
333668	periphery	Theileria parva	Theileria parva strain Muguga
333990	core	Carnobacterium sp. AT7	Carnobacterium sp. AT7
334413	core	Finegoldia magna ATCC29328	Finegoldia magna ATCC 29328
335283	core	Nitrosomonas eutropha	Nitrosomonas eutropha C91
335284	core	Psychrobacter cryohalolentis	Psychrobacter cryohalolentis K5
335541	core	Syntrophomonas wolfei	Syntrophomonas wolfei subsp. wolfei str. Goettingen
335543	core	Syntrophobacter fumaroxidans	Syntrophobacter fumaroxidans MPOB
335992	periphery	Pelagibacter ubique	Candidatus Pelagibacter ubique HTCC1062
336963	periphery	Uncinocarpus reesii	Uncinocarpus reesii 1704
338187	periphery	Vibrio harveyi	Vibrio harveyi ATCC BAA-1116
338963	periphery	Pelobacter carbinolicus	Pelobacter carbinolicus DSM 2380
338966	core	Pelobacter propionicus	Pelobacter propionicus DSM 2379
338969	core	Rhodoferax ferrireducens	Rhodoferax ferrireducens T118
339670	periphery	Burkholderia ambifaria	Burkholderia ambifaria AMMD
339671	periphery	Actinobacillus succinogenes	Actinobacillus succinogenes 130Z
339724	periphery	Ajellomyces capsulatus	Ajellomyces capsulatus NAm1
339860	core	Methanosphaera stadtmanae	Methanosphaera stadtmanae DSM 3091
340099	periphery	Thermoanaerobacter pseudethanolicus	Thermoanaerobacter pseudethanolicus ATCC 33223
340100	core	Bordetella petrii	Bordetella petrii DSM 12804
340101	core	Victivallis vadensis	Victivallis vadensis ATCC BAA-548
340177	core	Chlorobium chlorochromatii	Chlorobium chlorochromatii CaD3
342108	core	Magnetospirillum magneticum	Magnetospirillum magneticum AMB-1
342451	core	Staphylococcus saprophyticus	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305
342610	periphery	Pseudoalteromonas atlantica	Pseudoalteromonas atlantica T6c
342949	core	Pyrococcus sp. NA2	Pyrococcus sp. NA2
343509	core	Sodalis glossinidius	Sodalis glossinidius str. morsitans
344747	periphery	Planctomyces maris	Planctomyces maris DSM 8797
345073	periphery	Vibrio cholerae O395	Vibrio cholerae O395
345219	periphery	Bacillus coagulans	Bacillus coagulans 36D1
347256	periphery	Mycoplasma hominis	Mycoplasma hominis ATCC 23114
347834	periphery	Rhizobium etli CFN42	Rhizobium etli CFN 42
348780	core	Natronomonas pharaonis	Natronomonas pharaonis DSM 2160
349102	core	Rhodobacter sphaeroides ATCC17025	Rhodobacter sphaeroides ATCC 17025
349106	periphery	Psychrobacter sp. PRwf1	Psychrobacter sp. PRwf-1
349123	periphery	Lactobacillus reuteri	Lactobacillus reuteri 100-23
349124	core	Halorhodospira halophila	Halorhodospira halophila SL1
349161	periphery	Desulfotomaculum reducens	Desulfotomaculum reducens MI-1
349163	core	Acidiphilium cryptum	Acidiphilium cryptum JF-5
349307	periphery	Methanosaeta thermophila	Methanosaeta thermophila PT
349519	periphery	Leuconostoc citreum	Leuconostoc citreum KM20
349520	periphery	Paenibacillus polymyxa E681	Paenibacillus polymyxa E681
349521	core	Hahella chejuensis	Hahella chejuensis KCTC 2396
349741	core	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835
350054	periphery	Mycobacterium gilvum	Mycobacterium gilvum PYR-GCK
350058	periphery	Mycobacterium vanbaalenii	Mycobacterium vanbaalenii PYR-1
350688	periphery	Alkaliphilus oremlandii	Alkaliphilus oremlandii OhILAs
350701	periphery	Burkholderia dolosa	Burkholderia dolosa AUO158
351016	core	Roseobacter sp. AzwK3b	Roseobacter sp. AzwK-3b
351160	core	Methanocella arvoryzae	Methanocella arvoryzae MRE50
351348	core	Marinobacter aquaeolei	Marinobacter aquaeolei VT8
351605	periphery	Geobacter uraniireducens	Geobacter uraniireducens Rf4
351607	core	Acidothermus cellulolyticus	Acidothermus cellulolyticus 11B
351627	periphery	Caldicellulosiruptor saccharolyticus	Caldicellulosiruptor saccharolyticus DSM 8903
351746	periphery	Pseudomonas putida F1	Pseudomonas putida F1
352165	core	Pyramidobacter piscolens	Pyramidobacter piscolens W5455
352914	periphery	Plasmodium yoelii	Plasmodium yoelii yoelii 17XNL
353151	periphery	Cryptosporidium hominis	Cryptosporidium hominis TU502
353152	core	Cryptosporidium parvum	Cryptosporidium parvum Iowa II
353153	periphery	Trypanosoma cruzi	Trypanosoma cruzi strain CL Brener
353154	periphery	Theileria annulata	Theileria annulata strain Ankara
354242	periphery	Campylobacter jejuni 81176	Campylobacter jejuni subsp. jejuni 81-176
355276	periphery	Leptospira borgpetersenii	Leptospira borgpetersenii serovar Hardjo-bovis L550
357244	core	Orientia tsutsugamushi	Orientia tsutsugamushi str. Boryong
357804	core	Psychromonas ingrahamii	Psychromonas ingrahamii 37
357808	periphery	Roseiflexus sp. RS1	Roseiflexus sp. RS-1
357809	periphery	Clostridium phytofermentans	Clostridium phytofermentans ISDg
358681	core	Brevibacillus brevis	Brevibacillus brevis NBRC 100599
360095	core	Bartonella bacilliformis	Bartonella bacilliformis KC583
360104	periphery	Campylobacter concisus	Campylobacter concisus 13826
360105	periphery	Campylobacter curvus	Campylobacter curvus 525.92
360107	core	Campylobacter hominis	Campylobacter hominis ATCC BAA-381
360910	periphery	Bordetella avium	Bordetella avium 197N
360911	core	Exiguobacterium sp. AT1b	Exiguobacterium sp. AT1b
362663	periphery	Escherichia coli 536	Escherichia coli 536
362948	periphery	Lactobacillus salivarius	Lactobacillus salivarius UCC118
362976	core	Haloquadratum walsbyi	Haloquadratum walsbyi DSM 16790
363253	core	Lawsonia intracellularis	Lawsonia intracellularis PHE/MN1-00
365044	periphery	Polaromonas naphthalenivorans	Polaromonas naphthalenivorans CJ2
365046	core	Ramlibacter tataouinensis	Ramlibacter tataouinensis TTB310
365659	periphery	Streptococcus mitis B6	Streptococcus mitis B6
366394	core	Sinorhizobium medicae	Sinorhizobium medicae WSM419
366602	core	Caulobacter sp. K31	Caulobacter sp. K31
367336	periphery	Rhodobacterales bacterium HTCC2255	Rhodobacterales bacterium HTCC2255
367737	core	Arcobacter butzleri	Arcobacter butzleri RM4018
367775	core	Cryptococcus gattii	Cryptococcus gattii WM276
367928	core	Bifidobacterium adolescentis	Bifidobacterium adolescentis ATCC 15703
368407	core	Methanoculleus marisnigri	Methanoculleus marisnigri JR1
368408	core	Thermofilum pendens	Thermofilum pendens Hrk 5
369723	periphery	Salinispora tropica	Salinispora tropica CNB-440
370354	periphery	Entamoeba dispar	Entamoeba dispar SAW760
370438	core	Pelotomaculum thermopropionicum	Pelotomaculum thermopropionicum SI
371731	periphery	Rhodobacter sp. SW2	Rhodobacter sp. SW2
372461	periphery	Buchnera aphidicola BCc	Buchnera aphidicola BCc
373153	periphery	Streptococcus pneumoniae D39	Streptococcus pneumoniae D39
373903	core	Halothermothrix orenii	Halothermothrix orenii H 168
374463	periphery	Baumannia cicadellinicola	Baumannia cicadellinicola str. Hc (Homalodisca coagulata)
374847	core	Korarchaeum cryptofilum	Candidatus Korarchaeum cryptofilum OPF8
375286	core	Janthinobacterium sp. Marseille	Janthinobacterium sp. Marseille
375451	periphery	Roseobacter denitrificans	Roseobacter denitrificans OCh 114
376619	core	Francisella tularensis holarctica	Francisella tularensis subsp. holarctica LVS
376686	core	Flavobacterium johnsoniae	Flavobacterium johnsoniae UW101
377431	periphery	Chlorobium ferrooxidans	Chlorobium ferrooxidans DSM 13031
377629	core	Teredinibacter turnerae	Teredinibacter turnerae T7901
378753	core	Kocuria rhizophila	Kocuria rhizophila DC2201
378806	core	Stigmatella aurantiaca	Stigmatella aurantiaca DW4/3-1
379066	core	Gemmatimonas aurantiaca	Gemmatimonas aurantiaca T-27
379508	core	Lodderomyces elongisporus	Lodderomyces elongisporus NRRL YB 4239
379731	periphery	Pseudomonas stutzeri	Pseudomonas stutzeri A1501
380394	core	Acidithiobacillus ferrooxidans ATCC53993	Acidithiobacillus ferrooxidans ATCC 53993
380703	periphery	Aeromonas hydrophila	Aeromonas hydrophila subsp. hydrophila ATCC 7966
380749	core	Hydrogenobaculum sp. Y04AAS1	Hydrogenobaculum sp. Y04AAS1
381046	periphery	Lachancea thermotolerans	Lachancea thermotolerans
381666	core	Ralstonia eutropha H16	Ralstonia eutropha H16
381764	core	Fervidobacterium nodosum	Fervidobacterium nodosum Rt17-B1
382245	periphery	Aeromonas salmonicida	Aeromonas salmonicida subsp. salmonicida A449
382464	periphery	Verrucomicrobiae bacterium DG1235	Verrucomicrobiae bacterium DG1235
382638	periphery	Helicobacter acinonychis	Helicobacter acinonychis str. Sheeba
382640	periphery	Bartonella tribocorum	Bartonella tribocorum CIP 105476
383372	core	Roseiflexus castenholzii	Roseiflexus castenholzii DSM 13941
383407	core	Xanthomonas oryzae	Xanthomonas oryzae pv. oryzicola BLS256
383631	periphery	Methylophilales bacterium HTCC2181	Methylophilales bacterium HTCC2181
384616	core	Pyrobaculum islandicum	Pyrobaculum islandicum DSM 4184
384676	core	Pseudomonas entomophila	Pseudomonas entomophila L48
384765	core	Labrenzia aggregata	Labrenzia aggregata IAM 12614
