## taxon_id	STRING_type	STRING_name_compact	official_name_NCBI
1287488	core	Prevotella sp. S7 MS 2	Prevotella sp. S7 MS 2
1288079	periphery	Streptomyces sp. CNT318	Streptomyces sp. CNT318
1288083	periphery	Streptomyces sp. TAA040	Streptomyces sp. TAA040
1288298	periphery	Roseovarius mucosus DSM 17069	Roseovarius mucosus
1288484	periphery	Deinococcus wulumuqiensis R12	Deinococcus wulumuqiensis
1288494	periphery	Nitrosospira sp. APG3	Nitrosospira sp. APG3
1288826	periphery	Marinobacter santoriniensis NKSG1	Marinobacter santoriniensis
1288963	periphery	Cyclobacteriaceae bacterium AK24	Cyclobacteriaceae bacterium AK24
1289135	periphery	Brachyspira hampsonii 30446	Brachyspira hampsonii
1289387	periphery	Streptomyces sp. TAA204	Streptomyces sp. TAA204
1291050	periphery	[Clostridium] josui JCM 17888	Clostridium josui
1291743	periphery	Lactobacillus oryzae JCM 18671	Lactobacillus oryzae
1292020	periphery	Dietzia sp. UCD-THP	Dietzia sp. UCDTHP
1292033	periphery	Mycoplasma putrefaciens Mput9231	Mycoplasma putrefaciens Mput9231
1292034	periphery	Caulobacter crescentus OR37	Caulobacter crescentus OR37
1292035	periphery	[Clostridium] sordellii VPI 9048	Clostridium sordellii
1292373	periphery	Propionibacterium granulosum TM11	Propionibacterium granulosum
1293047	periphery	Halopiger sp. IIH2	Halopiger sp. IIH2
1293048	periphery	Halopiger sp. IIH3	Halopiger sp. IIH3
1293054	periphery	Halanaerobium saccharolyticum subsp. saccharolyticum DSM 6643	Halanaerobium saccharolyticum
1293597	periphery	Lactobacillus equicursoris DSM 19284 = JCM 14600 = CIP 110162	Lactobacillus equicursoris
1294142	periphery	Clostridium intestinale URNW	Clostridium intestinale
1294143	periphery	Pseudomonas denitrificans ATCC 13867	Pseudomonas denitrificans
1294265	periphery	Bacillus boroniphilus JCM 21738	Bacillus boroniphilus
1294273	core	Roseibacterium elongatum DSM 19469	Roseibacterium elongatum
1295642	periphery	Geobacillus stearothermophilus NUB3621	Geobacillus stearothermophilus
1296415	periphery	Aquimarina sp. SW150	Aquimarina sp. SW150
1296416	core	Aquimarina megaterium XH134	Aquimarina megaterium
1296990	periphery	Komagataeibacter xylinus E25	Komagataeibacter xylinus
1297534	periphery	Streptococcus dentisani 7746	Streptococcus dentisani 7746
1297569	periphery	Mesorhizobium metallidurans STM 2683	Mesorhizobium metallidurans
1297570	periphery	Mesorhizobium sp. STM 4661	Mesorhizobium sp. STM4661
1297581	periphery	Anoxybacillus flavithermus AK1	Anoxybacillus flavithermus AK1
1297617	core	Intestinimonas butyriciproducens	Intestinimonas butyriciproducens
1297742	periphery	Myxococcus sp. (contaminant ex DSM 436)	Myxococcus sp.
1297857	periphery	Streptococcus dentisani 7747	Streptococcus dentisani 7747
1297863	periphery	Afipia sp. OHSU_I-C4	Afipia sp. OHSUIC4
1297865	periphery	Bradyrhizobium sp. OHSU_III	Bradyrhizobium sp. OHSUIII
1298593	core	Thalassolituus oleivorans MIL-1	Thalassolituus oleivorans
1298598	periphery	Gracilibacillus boraciitolerans JCM 21714	Gracilibacillus boraciitolerans
1298608	periphery	Psychrobacter sp. JCM 18900	Psychrobacter sp. JCM18900
1298858	periphery	Mesorhizobium sp. URHA0056	Mesorhizobium sp. URHA0056
1298860	periphery	Microbacterium sp. URHA0036	Microbacterium sp. URHA0036
1298863	periphery	Marmoricola sp. URHB0036	Marmoricola sp. URHB0036
1298864	periphery	Mycobacterium sp. URHD0025	Mycobacterium sp. URHD0025
1298865	periphery	Alteromonas sp. ALT199	Alteromonas sp. ALT199
1298867	periphery	Bradyrhizobium sp. URHA0002	Bradyrhizobium sp. URHA0002
1298880	periphery	Streptomyces sp. TAA486	Streptomyces sp. TAA486
1298920	core	[Desulfotomaculum] guttoideum DSM 4024	Desulfotomaculum guttoideum
1299327	periphery	Mycobacterium kansasii 732	Mycobacterium kansasii 732
1300143	periphery	Chryseobacterium oranimense G311	Chryseobacterium oranimense
1300150	core	Enterococcus mundtii QU 25	Enterococcus mundtii
1300345	periphery	Lysobacter dokdonensis DS-58	Lysobacter dokdonensis
1300350	periphery	Sulfitobacter donghicola DSW-25 = KCTC 12864 = JCM 14565	Sulfitobacter donghicola
1301098	periphery	Pseudomonas knackmussii B13	Pseudomonas knackmussii
1301100	periphery	Clostridium sp. 01	Clostridium sp. 01
1302286	periphery	Lactobacillus namurensis str. Chizuka 01	Lactobacillus namurensis
1302858	periphery	Borrelia miyamotoi LB-2001	Borrelia miyamotoi
1302863	periphery	Streptococcus oligofermentans AS 1.3089	Streptococcus oligofermentans
1303518	core	Chthonomonas calidirosea T49	Chthonomonas calidirosea
1303692	periphery	Streptomyces fulvissimus DSM 40593	Streptomyces fulvissimus
1304275	periphery	Salinisphaera hydrothermalis C41B8	Salinisphaera hydrothermalis
1304284	core	Clostridiaceae bacterium L21-TH-D2	Clostridiaceae bacterium L21THD2
1304865	periphery	Cellulomonas sp. KRMCY2	Cellulomonas sp. KRMCY2
1304866	periphery	Clostridium sp. ASBs410	Clostridium sp. ASBs410
1304872	periphery	Desulfovibrio cf. magneticus IFRC170	Desulfovibrio magneticus IFRC170
1304874	core	Aminiphilus circumscriptus DSM 16581	Aminiphilus circumscriptus
1304875	periphery	Aminobacterium mobile DSM 12262	Aminobacterium mobile
1304876	periphery	Arthrobacter nicotinovorans 231Sha2.1M6	Arthrobacter nicotinovorans
1304877	periphery	Bradyrhizobium japonicum 22	Bradyrhizobium japonicum 22
1304878	periphery	Bradyrhizobium japonicum in8p8	Bradyrhizobium japonicum in8p8
1304880	core	Caldicoprobacter oshimai DSM 21659	Caldicoprobacter oshimai
1304883	periphery	Dechloromonas agitata is5	Dechloromonas agitata
1304885	core	Desulforegula conservatrix Mb1Pa	Desulforegula conservatrix
1304888	periphery	Geovibrio sp. L21-Ace-BES	Geovibrio sp. L21AceBES
1305732	periphery	Microbacterium sp. KROCY2	Microbacterium sp. KROCY2
1305735	periphery	Oceanicola sp. HL-35	Oceanicola sp. HL35
1305737	periphery	Algoriphagus marincola HL-49	Algoriphagus marincola HL49
1305836	core	Sporosarcina sp. EUR3 2.2.2	Sporosarcina sp. EUR32.2.2
1306174	periphery	Kineosporia aurantiaca JCM 3230	Kineosporia aurantiaca
1306406	periphery	Streptomyces thermolilacinus SPC6	Streptomyces thermolilacinus
1306947	core	candidate division TM6 bacterium JCVI TM6SC1	candidate division TM6
1306990	periphery	Streptomyces sp. R1-NS-10	Streptomyces sp. R1NS10
1307436	periphery	Bacillus firmus DS1	Bacillus firmus
1307437	core	Pseudoalteromonas agarivorans S816	Pseudoalteromonas agarivorans
1307759	periphery	Desulfovibrio sp. L21-Syr-AB	Desulfovibrio sp. L21SyrAB
1307761	core	Spirochaeta sp. L21-RPul-D2	Spirochaeta sp. L21RPulD2
1307834	periphery	Gluconobacter frateurii NBRC 103465	Gluconobacter frateurii
1308866	periphery	Gracilibacillus halophilus YIM-C55.5	Gracilibacillus halophilus
1312954	periphery	Arthrobacter sp. Br18	Arthrobacter sp. Br18
1312959	periphery	Arthrobacter sp. H14	Arthrobacter sp. H14
1313172	periphery	Ilumatobacter coccineus YM16-304	Ilumatobacter coccineus
1313265	periphery	Thermocrinis sp. GBS	Thermocrinis sp. GBS
1313292	periphery	Borrelia coriaceae Co53	Borrelia coriaceae
1313293	periphery	Borrelia anserina BA2	Borrelia anserina
1313294	periphery	Borrelia parkeri SLO	Borrelia parkeri
1313301	core	Thermonema rossianum DSM 10300	Thermonema rossianum
1313304	periphery	Chitinivibrio alkaliphilus ACht1	Chitinivibrio alkaliphilus
1313421	periphery	Aureispira sp. CCB-QB1	Aureispira sp. CCBQB1
1316408	periphery	Streptococcus sp. HSISM1	Streptococcus sp. HSISM1
1316444	periphery	Blattabacterium sp. (Nauphoeta cinerea)	Blattabacterium sp.
1316927	periphery	Pseudomonas corrugata CFBP 5454	Pseudomonas corrugata
1316932	periphery	Mannheimia haemolytica M42548	Mannheimia haemolytica M42548
1316936	core	Phaeospirillum fulvum MGU-K5	Phaeospirillum fulvum
1317118	core	Roseivivax sp. 22II-s10s	Roseivivax sp. 22IIs10s
1317122	core	Aquimarina sp. 22II-S11-z7	Aquimarina sp. 22IIS11z7
1317124	core	Thioclava sp. 13D2W-2	Thioclava sp. 13D2W2
1318617	periphery	Candidatus Mycoplasma girerdii	Mycoplasma girerdii
1318628	periphery	Marinobacter lipolyticus SM19	Marinobacter lipolyticus SM19
1319815	core	Cetobacterium somerae ATCC BAA-474	Cetobacterium somerae
1320556	periphery	Mesorhizobium sp. NBIMC_P2-C3	Mesorhizobium sp. NBIMCP2C3
1321372	periphery	Streptococcus suis EA1832.92	Streptococcus suis EA183292
1321773	periphery	Atopobium sp. oral taxon 810 str. F0209	Atopobium sp. F0209
1321774	core	Leptotrichia sp. oral taxon 225 str. F0581	Leptotrichia sp. F0581
1321775	periphery	Actinomyces sp. oral taxon 172 str. F0311	Actinomyces sp. F0311
1321778	periphery	Clostridiales bacterium oral taxon 876 str. F0540	Clostridiales bacterium F0540
1321779	periphery	Leptotrichia sp. oral taxon 215 str. W9775	Leptotrichia sp. W9775
1321781	periphery	Mitsuokella sp. oral taxon 131 str. W9106	Mitsuokella sp. W9106
1321782	periphery	Oribacterium sp. oral taxon 078 str. F0263	Oribacterium sp. F0263
1321784	periphery	Peptostreptococcaceae bacterium oral taxon 113 str. W5053	Peptostreptococcaceae bacterium W5053
1321786	periphery	Selenomonas sp. oral taxon 892 str. F0426	Selenomonas sp. F0426
1321814	core	Eubacterium brachy ATCC 33089	Eubacterium brachy
1321815	periphery	Treponema lecithinolyticum ATCC 700332	Treponema lecithinolyticum
1321820	periphery	Gemella bergeriae ATCC 700627	Gemella bergeriae
1322246	periphery	Desulfovibrio piezophilus C1TLV30	Desulfovibrio piezophilus
1323361	periphery	Rhodococcus defluvii	Rhodococcus defluvii
1323663	periphery	Pseudomonas pelagia CL-AP6	Pseudomonas pelagia
1324957	periphery	Candidatus Halobonum tyrrellensis G22	Halobonum tyrrellensis
1325130	periphery	Helicobacter fennelliae MRY12-0050	Helicobacter fennelliae
1328313	core	Catenovulum agarivorans DS-2	Catenovulum agarivorans DS2
1329250	periphery	Weissella oryzae SG25	Weissella oryzae
1329516	core	Thermoactinomyces daqus	Thermoactinomyces daqus
1330700	periphery	Thermus caliditerrae	Thermus caliditerrae
1331060	periphery	Sphingobium lactosutens DS20	Sphingobium lactosutens
1331660	periphery	Acinetobacter haemolyticus MTCC 9819	Acinetobacter haemolyticus
1332071	periphery	Serratia fonticola AU-AP2C	Serratia fonticola AUAP2C
1333507	periphery	Pseudoalteromonas haloplanktis TB64	Pseudoalteromonas haloplanktis TB64
1333523	periphery	Salinarchaeum sp. Harcht-Bsk1	Salinarchaeum sp. HarchtBsk1
1333856	periphery	Pseudomonas stutzeri MF28	Pseudomonas stutzeri MF28
1333998	core	alpha proteobacterium MA2	alpha proteobacterium MA2
1334046	core	Kurthia huakuii LAM0618	Kurthia huakuii
1335757	periphery	Spiribacter sp. UAH-SP71	Spiribacter sp. UAHSP71
1335760	periphery	Sphingobium sp. YL23	Sphingobium sp. YL23
1336208	periphery	Roseomonas gilardii subsp. rosea ATCC BAA-691	Roseomonas gilardii
1336233	periphery	Shewanella waksmanii ATCC BAA-643	Shewanella waksmanii
1336234	core	Atopobacter phocae ATCC BAA-285	Atopobacter phocae
1336235	periphery	Rhizobium selenitireducens ATCC BAA-1503	Rhizobium selenitireducens
1336237	periphery	Pseudomonas flectens ATCC 12775	Pseudomonas flectens
1336241	core	Eubacterium xylanophilum ATCC 35991	Eubacterium xylanophilum
1336243	periphery	Microvirga flocculans ATCC BAA-817	Microvirga flocculans
1336245	periphery	Carnimonas nigrificans ATCC BAA-78	Carnimonas nigrificans
1336249	periphery	Rhizobium larrymoorei ATCC 51759	Rhizobium larrymoorei
1336803	core	Polaribacter sp. Hel1_33_49	Polaribacter sp. Hel13349
1337093	periphery	Loktanella cinnabarina LL-001	Loktanella cinnabarina
1337936	periphery	Calothrix sp. 336/3	Calothrix sp. 3363
1338011	periphery	Elizabethkingia anophelis NUHP1	Elizabethkingia anophelis
1340434	periphery	Bacillus sp. UNC438CL73TsuS30	Bacillus sp. UNC438CL73TsuS30
1340493	periphery	Bryobacter aggregatus MPL3	Bryobacter aggregatus
1341151	periphery	Laceyella sacchari 1-1	Laceyella sacchari
1341155	periphery	Flavobacterium saliperosum S13	Flavobacterium saliperosum
1341157	periphery	Ruminococcus flavefaciens 007c	Ruminococcus flavefaciens 007c
1341181	periphery	Flavobacterium limnosediminis JC2902	Flavobacterium limnosediminis
1341646	periphery	Mycobacterium septicum DSM 44393	Mycobacterium septicum
1341679	periphery	Acinetobacter indicus CIP 110367	Acinetobacter indicus
1341695	periphery	Bifidobacterium bombi DSM 19703	Bifidobacterium bombi
1342299	periphery	Sulfitobacter sp. MM-124	Sulfitobacter sp. MM124
1342301	periphery	Sulfitobacter sp. NB-77	Sulfitobacter sp. NB77
1342302	periphery	Sulfitobacter sp. NB-68	Sulfitobacter sp. NB68
1343158	periphery	Saccharibacter sp. AM169	Saccharibacter sp. AM169
1343739	core	Palaeococcus pacificus DY20341	Palaeococcus pacificus
1343740	periphery	Streptomyces rapamycinicus NRRL 5491	Streptomyces rapamycinicus
1344012	periphery	Tatumella sp. NML 06-3099	Tatumella sp. NML063099
1345023	periphery	Exiguobacterium pavilionensis RW-2	Exiguobacterium pavilionensis
1345592	periphery	Helicobacter pylori SA213A	Helicobacter pylori SA213A
1345695	periphery	Clostridium saccharobutylicum DSM 13864	Clostridium saccharobutylicum
1345697	periphery	Geobacillus sp. JF8	Geobacillus sp. JF8
1346330	periphery	Sphingobacterium paucimobilis HER1398	Sphingobacterium paucimobilis
1346791	periphery	Sphingobium ummariense RL-3	Sphingobium ummariense
1347086	periphery	Bacillus sp. EB01	Bacillus sp. EB01
1347087	core	Paucisalibacillus sp. EB02	Paucisalibacillus sp. EB02
1347342	periphery	Formosa agariphila KMM 3901	Formosa agariphila
1347368	periphery	Bacillus sp. FF3	Bacillus sp. FF3
1347369	periphery	Bacillus sp. FF4	Bacillus sp. FF4
1347392	core	Anaerosalibacter sp. ND1	Anaerosalibacter sp. ND1
1347393	periphery	Bacteroidaceae bacterium MS4	Bacteroidaceae bacterium MS4
1348114	core	Pseudoalteromonas sp. OCN003	Pseudoalteromonas sp. OCN003
1348338	periphery	Leifsonia rubra CMS 76R	Leifsonia rubra
1348583	periphery	Cellulophaga baltica 13	Cellulophaga baltica
1348635	periphery	Vibrio diazotrophicus NBRC 103148	Vibrio diazotrophicus
1348657	periphery	Thauera terpenica 58Eu	Thauera terpenica
1348662	periphery	Corynebacterium argentoratense DSM 44202	Corynebacterium argentoratense
1348663	periphery	Kitasatospora cheerisanensis KCTC 2395	Kitasatospora cheerisanensis
1348908	periphery	Bacillus megaterium MSP20.1	Bacillus megaterium MSP201
1349767	periphery	Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628	Janthinobacterium agaricidamnosum
1349785	periphery	Tenacibaculum maritimum NBRC 15946	Tenacibaculum maritimum
1349820	periphery	Arthrobacter sp. AK-YN10	Arthrobacter sp. AKYN10
1349822	core	Coprobacter fastidiosus NSB1	Coprobacter fastidiosus
1352941	periphery	Streptomyces niveus NCIMB 11891	Streptomyces niveus
1353276	core	Olleya marilimosa CAM030	Olleya marilimosa
1353528	periphery	Thioclava sp. DT23-4	Thioclava sp. DT234
1353529	periphery	Bacteriovorax sp. BSW11_IV	Bacteriovorax sp. BSW11IV
1353531	periphery	Ensifer sp. TW10	Ensifer sp. TW10
1353537	core	Thioclava pacifica DSM 10166	Thioclava pacifica
1354300	core	Peptoniphilus sp. ChDC B134	Peptoniphilus sp. ChDC
1354303	periphery	Psychrobacter aquaticus CMS 56	Psychrobacter aquaticus
1354314	periphery	Cardinium endosymbiont cBtQ1 of Bemisia tabaci	Cardinium endosymbiont cBtQ1
1354722	periphery	Roseovarius sp. MCTG156(2b)	Roseovarius sp. MCTG156
1355368	periphery	Arcobacter sp. AF1028	Arcobacter sp. AF1028
1355374	periphery	Arcobacter sp. AF1440	Arcobacter sp. AF1440
1356852	core	Hymenobacter sp. APR13	Hymenobacter sp. APR13
1356854	periphery	Alicyclobacillus acidoterrestris ATCC 49025	Alicyclobacillus acidoterrestris
1357272	periphery	Pseudomonas syringae CC1417	Pseudomonas syringae CC1417
1357275	periphery	Pseudomonas syringae CC1513	Pseudomonas syringae CC1513
1357279	periphery	Pseudomonas syringae CC1557	Pseudomonas syringae CC1557
1357399	periphery	Helicobacter canis NCTC 12740	Helicobacter canis
1357400	periphery	Helicobacter macacae MIT 99-5501	Helicobacter macacae
1358423	periphery	Sphingobacterium antarcticus 4BY	Sphingobacterium antarcticus
1365176	periphery	Thermofilum sp. 1910b	Thermofilum sp. 1910b
1366046	core	Rhodobacteraceae bacterium HIMB11	Rhodobacteraceae bacterium HIMB11
1366050	periphery	Ralstonia pickettii DTP0602	Ralstonia pickettii DTP0602
1367491	periphery	Campylobacter coli 76339	Campylobacter coli 76339
1367847	periphery	Paracoccus aminophilus JCM 7686	Paracoccus aminophilus
1370120	periphery	Mycobacterium sp. UM_WGJ	Mycobacterium sp. UMWGJ
1370121	periphery	Mycobacterium sp. UM_WWY	Mycobacterium sp. UMWWY
1370122	periphery	Rhizobium undicola ORS 992 = ATCC 700741	Rhizobium undicola
1370125	periphery	Mycobacterium iranicum UM_TJL	Mycobacterium iranicum
1378168	periphery	Firmicutes bacterium ASF500	Firmicutes bacterium ASF500
1379270	periphery	Gemmatimonas sp. AP64	Gemmatimonas sp. AP64
1379281	periphery	Desulfonauticus sp. A7A	Desulfonauticus sp. A7A
1379698	core	candidate division ZIXI bacterium RBG-1	candidate division ZIXI
1379701	periphery	Sphingomonas sp. FUKUSWIS1	Sphingomonas sp. FUKUSWIS1
1379858	periphery	Mucispirillum schaedleri ASF457	Mucispirillum schaedleri
1380346	periphery	Streptomyces sp. URHA0041	Streptomyces sp. URHA0041
1380347	periphery	Geodermatophilaceae bacterium URHB0048	Geodermatophilaceae bacterium URHB0048
1380350	periphery	Mesorhizobium sp. URHC0008	Mesorhizobium sp. URHC0008
1380354	periphery	Cellulomonas sp. URHE0023	Cellulomonas sp. URHE0023
1380355	periphery	Bradyrhizobium sp. URHD0069	Bradyrhizobium sp. URHD0069
1380356	periphery	Blastococcus sp. URHD0036	Blastococcus sp. URHD0036
1380358	periphery	Halomonas sp. 23_GOM-1509m	Halomonas sp. 23GOM1509m
1380367	core	Sulfitobacter sp. 20_GPM-1509m	Sulfitobacter sp. 20GPM1509m
1380370	periphery	Intrasporangiaceae bacterium URHB0013	Intrasporangiaceae bacterium URHB0013
1380380	periphery	Ahrensia sp. 13_GOM-1096m	Ahrensia sp. 13GOM1096m
1380384	core	Tenacibaculum sp. 47A_GOM-205m	Tenacibaculum sp. 47AGOM205m
1380386	periphery	Mycobacterium sp. URHB0044	Mycobacterium sp. URHB0044
1380387	periphery	Alcanivorax sp. 43B_GOM-46m	Alcanivorax sp. 43BGOM46m
1380390	periphery	Solirubrobacterales bacterium URHD0059	Solirubrobacterales bacterium URHD0059
1380391	core	Dongia sp. URHE0060	Dongia sp. URHE0060
1380393	core	Geodermatophilaceae bacterium URHA0031	Geodermatophilaceae bacterium URHA0031
1380394	core	Rhodospirillales bacterium URHD0088	Rhodospirillales bacterium URHD0088
1380408	periphery	Anoxybacillus flavithermus subsp. yunnanensis str. E13	Anoxybacillus flavithermus yunnanensis
1380600	core	Flaviramulus ichthyoenteri Th78	Flaviramulus ichthyoenteri
1380763	periphery	Paenibacillus darwinianus	Paenibacillus darwinianus
1381123	periphery	Aliihoeflea sp. 2WW	Aliihoeflea sp. 2WW
1381751	periphery	Brevibacterium sp. VCM10	Brevibacterium sp. VCM10
1382230	periphery	Asaia platycodi SF2.1	Asaia platycodi SF21
1382303	core	Caulobacteraceae bacterium PMMR1	Caulobacteraceae bacterium PMMR1
1382304	periphery	Alicyclobacillus macrosporangiidus CPP55	Alicyclobacillus macrosporangiidus
1382305	periphery	Sporosarcina sp. D27	Sporosarcina sp. D27
1382306	periphery	Thermogemmatispora sp. PM5	Thermogemmatispora sp. PM5
1382315	periphery	Geobacillus vulcani PSS1	Geobacillus vulcani
1382356	periphery	Thermomicrobiales bacterium KI4	Thermomicrobiales bacterium KI4
1382358	core	Anoxybacillus tepidamans PS2	Anoxybacillus tepidamans
1382359	periphery	Acidobacterium sp. PMMR2	Acidobacterium sp. PMMR2
1384049	periphery	Lysinibacillus manganicus DSM 26584	Lysinibacillus manganicus
1384054	periphery	Arenimonas malthae CC-JY-1	Arenimonas malthae
1384056	periphery	Arenimonas metalli CF5-1	Arenimonas metalli
1384057	periphery	Lysinibacillus sinduriensis BLB-1 = JCM 15800	Lysinibacillus sinduriensis
1384065	periphery	Ruminococcus albus AD2013	Ruminococcus albus AD2013
1384066	periphery	Ruminococcus flavefaciens AE3010	Ruminococcus flavefaciens AE3010
1384484	periphery	Adlercreutzia equolifaciens DSM 19450	Adlercreutzia equolifaciens
1385420	periphery	Francisella sp. W12-1067	Francisella sp. W121067
1385510	periphery	Pontibacillus halophilus JSM 076056 = DSM 19796	Pontibacillus halophilus
1385511	core	Pontibacillus marinus BH030004 = DSM 16465	Pontibacillus marinus
1385512	periphery	Pontibacillus litoralis JSM 072002	Pontibacillus litoralis
1385513	periphery	Pontibacillus chungwhensis BH030062	Pontibacillus chungwhensis
1385514	core	Pontibacillus yanchengensis Y32	Pontibacillus yanchengensis
1385515	periphery	Lysobacter defluvii IMMIB APB-9 = DSM 18482	Lysobacter defluvii
1385517	periphery	Lysobacter daejeonensis GH1-9	Lysobacter daejeonensis
1385518	periphery	Knoellia flava TL1	Knoellia flava
1385519	periphery	Knoellia aerolata DSM 18566	Knoellia aerolata
1385520	periphery	Knoellia sinensis KCTC 19936	Knoellia sinensis
1385521	periphery	Knoellia subterranea KCTC 19937	Knoellia subterranea
1385935	periphery	Leptolyngbya sp. Heron Island J	Leptolyngbya sp. Heron
1386089	periphery	Intrasporangium oryzae NRRL B-24470	Intrasporangium oryzae
1386969	periphery	Gordonia amicalis CCMA-559	Gordonia amicalis
1387197	periphery	Candidatus Schmidhempelia bombi str. Bimp	Schmidhempelia bombi
1387312	periphery	Methylophilus sp. OH31	Methylophilus sp. OH31
1388763	periphery	Pseudomonas mosselii SJ10	Pseudomonas mosselii
1389489	periphery	Leifsonia xyli subsp. cynodontis DSM 46306	Leifsonia xyli cynodontis
1390370	periphery	Pseudomonas mendocina EGD-AQ5	Pseudomonas mendocina EGDAQ5
1391646	periphery	[Clostridium] bifermentans WYM	Clostridium bifermentans
1391647	periphery	Clostridium sp. Ade.TY	Clostridium sp. AdeTY
1392244	periphery	Pseudozyma brasiliensis	Pseudozyma brasiliensis
1392486	periphery	Prevotella sp. HUN102	Prevotella sp. HUN102
1392487	core	Eubacterium sp. AB3007	Eubacterium sp. AB3007
1392488	periphery	Leeuwenhoekiella sp. Hel_I_48	Leeuwenhoekiella sp. HelI48
1392489	periphery	Leeuwenhoekiella sp. MAR_2009_132	Leeuwenhoekiella sp. MAR2009132
1392490	core	Sediminibacter sp. Hel_I_10	Sediminibacter sp. HelI10
1392491	core	Ruminococcaceae bacterium AE2021	Ruminococcaceae bacterium AE2021
1392493	periphery	Lachnospiraceae bacterium AC2031	Lachnospiraceae bacterium AC2031
1392498	periphery	Maribacter forsetii DSM 18668	Maribacter forsetii
1392501	core	Selenomonas ruminantium AC2024	Selenomonas ruminantium AC2024
1392502	periphery	Selenomonas ruminantium AB3002	Selenomonas ruminantium AB3002
1392540	periphery	Acinetobacter nectaris CIP 110549	Acinetobacter nectaris
1392838	periphery	Bordetella hinzii ATCC 51730	Bordetella hinzii
1394175	periphery	Bifidobacterium sp. 7101	Bifidobacterium sp. 7101
1394176	periphery	Bifidobacterium sp. A11	Bifidobacterium sp. A11
1394178	periphery	Actinomadura madurae LIID-AJ290	Actinomadura madurae
1395513	core	Sporolactobacillus laevolacticus DSM 442	Sporolactobacillus laevolacticus
1395516	periphery	Pseudomonas moraviensis R28-S	Pseudomonas moraviensis
1395571	periphery	Pseudomonas taeanensis MS-3	Pseudomonas taeanensis
1395587	periphery	Paenibacillus sp. MAEPY2	Paenibacillus sp. MAEPY2
1396141	periphery	Haloferula sp. BvORR071	Haloferula sp. BvORR071
1396418	periphery	Verrucomicrobium sp. BvORR034	Verrucomicrobium sp. BvORR034
1396858	periphery	Marinobacter sp. ES-1	Marinobacter sp. ES1
1397278	core	Leucobacter sp. PH1c	Leucobacter sp. PH1c
1397284	periphery	Serratia sp. H1n	Serratia sp. H1n
1397527	periphery	Alcanivorax sp. P2S70	Alcanivorax sp. P2S70
1397528	periphery	Halomonas sp. PBN3	Halomonas sp. PBN3
1397666	periphery	alpha proteobacterium RS24	alpha proteobacterium RS24
1397693	periphery	Exiguobacterium undae DSM 14481	Exiguobacterium undae
1397696	periphery	Exiguobacterium marinum DSM 16307	Exiguobacterium marinum
1397699	periphery	Exiguobacterium oxidotolerans JCM 12280	Exiguobacterium oxidotolerans
1398491	periphery	Borrelia valaisiana Tom4006	Borrelia valaisiana Tom4006
1399115	core	Exiguobacterium sp. MH3	Exiguobacterium sp. MH3
1399147	periphery	Holospora obtusa F1	Holospora obtusa
1399774	periphery	Enterobacter cloacae JD6301	Enterobacter cloacae JD6301
1400520	periphery	Lactobacillus fabifermentans T30PCM01	Lactobacillus fabifermentans
1400524	periphery	Candidatus Pelagibacter ubique HTCC7214	Pelagibacter ubique HTCC7214
1400525	periphery	Candidatus Pelagibacter ubique HTCC7217	Pelagibacter ubique HTCC7217
1401064	periphery	Corynebacterium tuscaniense DNF00037	Corynebacterium tuscaniense
1401065	periphery	Oligella urethralis DNF00040	Oligella urethralis
1401067	periphery	Veillonella montpellierensis DNF00314	Veillonella montpellierensis
1401078	core	Prevotella buccalis DNF00985	Prevotella buccalis DNF00985
1401328	periphery	Candidatus Endolissoclinum faulkneri L5	Endolissoclinum faulkneri L5
1402135	periphery	Sulfitobacter sp. H3	Sulfitobacter sp. H3
1403313	periphery	Bacillus simplex BA2H3	Bacillus simplex
1403819	periphery	Verrucomicrobium sp. BvORR106	Verrucomicrobium sp. BvORR106
1403946	periphery	Streptococcus anginosus DORA_7	Streptococcus anginosus DORA7
1403948	core	Varibaculum cambriense DORA_20	Varibaculum cambriense DORA20
1404245	periphery	Corynebacterium glycinophilum AJ 3170	Corynebacterium glycinophilum
1405296	periphery	Chlamydia suis MD56	Chlamydia suis
1405498	periphery	Staphylococcus simulans UMC-CNS-990	Staphylococcus simulans
1406840	periphery	Flavobacterium beibuense F44-8	Flavobacterium beibuense
1407650	periphery	Synechococcus sp. NKBG15041c	Synechococcus sp. NKBG15041c
1408164	periphery	Betaproteobacteria bacterium MOLA814	Betaproteobacteria bacterium MOLA814
1408224	periphery	Sinorhizobium americanum CCGM7	Sinorhizobium americanum
1408226	core	Vagococcus lutrae LBD1	Vagococcus lutrae
1408254	periphery	Brevibacillus panacihumi W25	Brevibacillus panacihumi
1408287	periphery	Fusobacterium nucleatum W1481	Fusobacterium nucleatum W1481
1408303	periphery	Bacillus sp. MB2021	Bacillus sp. MB2021
1408304	periphery	Butyrivibrio sp. FCS014	Butyrivibrio sp. FCS014
1408306	periphery	Butyrivibrio sp. MC2021	Butyrivibrio sp. MC2021
1408310	periphery	Prevotella sp. MA2016	Prevotella sp. MA2016
1408311	periphery	Oribacterium sp. FC2011	Oribacterium sp. FC2011
1408312	periphery	Pseudobutyrivibrio sp. LB2011	Pseudobutyrivibrio sp. LB2011
1408321	periphery	Lachnospiraceae bacterium AC2028	Lachnospiraceae bacterium AC2028
